Message,Hatespeech,Sentiment
#ฆ่าหั่นศพ กฏหมายไทยปม่งไม่เคยศักดิ์สิทธิ์เลย. ไหนอ้างมนุษยธรรม แล้วที่เกิดขึ้นนี่ฆ่ากันชิบหายวายวอด ไหนมนุษยธรรมของมึง ด่าไปก็ไร้ค่า,hatespeech,Unknown
ถึงเคยเรียนมารยาทไทย ก็ลุกขึ้นถีบหน้าได้ถ้าเจอคนจัญไร แบบมึง!! #ด่าแบบผู้ดี #ด่าแรง #ด่าได้แต่อย่าแรง,hatespeech,Unknown
บางทีเจ้าภาพแบบพวกซีเกมส์ เอเชี่ยนเกมส์ อาจจะลืม/ไม่ได้คำนึงว่าจริงๆแล้วจปสของการจัดการแข่งขันคืออะไร จะเหี้ยแค่ไหนขอชนะไว้ก่อน งี้หรอ ห่วย.,hatespeech,Unknown
พรรคเพื่อไทยก็ปัญญาอ่อน ชาตินี้จะไม่ต่อสู้เพื่อประชาธิปไตยในพรรคกันเลยหรือ อนาคตพวกแกก็ยังเป็นแค่ตัวปัญหา ไม่ประสบความสำเร็จทางการเมืองใดเลย,hatespeech,Unknown
"ประสบการณ์การยิงควายในวันนั้น
ทำให้ยิงปืนเข้าเป้าในวันนี้ ฮี้ไๆ",nonhatespeech,Unknown
"เบื่อออออิสัส กรุมาทำงานนะ ไม่ได้มาฆ่าพ่อฆ่าแม่มึง หน้ามึงจะตึงไปไหน สัส!หงุดหงิด อีกไม่นานกรุจะไม่ทน กรุออกแน่ๆ
#ขอพื้นที่ระบาย😡",hatespeech,Unknown
#ซีเกมส์2017 นี่มันโกงจนขำแล้วอ่ะ แต่ก็น่าเสียดายที่นักกีฬาหลายคนก็ยอมทิ้งศักดิ์ศรี อย่างเช่นอีคนที่วิ่งในกีฬาเดินทนนั่นน่ะ อุบาทว์ 555555,hatespeech,Unknown
"กฏหมายเหล้าเบียร์นี่เข้มงวดจริง ปรับทีรวยทั้งสำนักงาน
ควรไปเข้มงวดเรื่องคดีฆ่ายาเสพติด ช่วยคนจน
มึงสมควรช่วยแบบนั้นนะ #นักพูดเหี้ย",hatespeech,Unknown
กูเกลียดการทำงานเป็นกลุ่มที่สุด งานกลุ่มแต่เหมือนกูทำงานเดี่ยว  ที่เหลือพวกเห็บหมาเกาะกูเอาคะแนน #บางทีก็สงสัยส่งพวกควายๆมาเรียนทำไม,nonhatespeech,Unknown
รอบอลนัดชิงวันอังคาร จะถล่มแม่งให้ไส้แตกเลย เจ้าภาพสวะแบบนี้ #ซีเกมส์2017,hatespeech,Unknown
ทำแต่สันดานแบบนี้แหละคอยดูเดี๋ยวมันจะเป็นจริงอย่างที่อีนั่นเคยบอกไว้ เอะอะใช้อารมณ์ด่าหยาบใส่แต่อารมณ์ชั่ววูบ ควย มึงคิดว่ากูอารมดีทุกวันหรอ,hatespeech,Unknown
มีวัวควายสักสี่ห้าตัวก้ดีนะเหวย ขายได้เป็นแสนเลยนะเว้ย 55,nonhatespeech,Unknown
ชีวิตเราก็อยู่ได้ด้วยมุขควายๆไรแบบนี้แหละ555555,nonhatespeech,Unknown
ตลกครูที่วอลสตรีท อีควายขำทั้งชั่วโมง 55555555,nonhatespeech,Unknown
เสือกอยู่นั่นแหละลำคาญไอควาย,hatespeech,Unknown
มึงโดนหลอกแล้วไอควาย,hatespeech,Unknown
น้ำใจนักกีฬาไม่จำเป็นต้องใช้กับคนแบบนี้ป้ะ ควาย ขี้โกง,hatespeech,Unknown
บล็อคละก็เสือกส่องอีกอห.ความควายไม่ต้องบอกใคร,hatespeech,Unknown
เกลียดคนทำงานที่พอลูกค้ามีปัญหาแล้วก็ไม่ช่วยเค้าอ่ะ ถือว่าไม่ใช่เรื่องตัวเองงี้? งานก็ว่างทั้งวัน อีควาย เค้าจ้างมาทำงาน ทำงานบ้าง,hatespeech,Unknown
แม่งไม่มีความรับผิดต่องานเลย กูด่าจนไม่รู้จะด่ายังไง โตเป็นควายยังไม่รู้เรื่องอีก,hatespeech,Unknown
ลืมเอาสมุดกลับบ้าน ควายที่แท้อิสัด,hatespeech,Unknown
ควาย อะไรนักหนา ขาดความอบอุ่นหรอ,hatespeech,Unknown
มึงไม่ควรพิมถุกอีควาย!!!,hatespeech,Unknown
อ่านไปก็ตก ไอ้ควาย,hatespeech,Unknown
เห็นด่าคนอื่นไปทั่ว ควาย,hatespeech,Unknown
พอสะดุ้งตื่นมาเขาก็นอนหมดละอะ ม่าง ไปคุยกับหมาหน้าบ้านแม่ง,nonhatespeech,Unknown
ป้าข้างบ้านกูนี่เลี้ยงหมากี่ตัวก็ตาย ยังจะไปเอามาเลี้ยงเพิ่มอีก เห้อ,nonhatespeech,Unknown
อยากเลี้ยงทั้งแมวทั้งหมาเลยอะ,nonhatespeech,Unknown
เลี้ยงเก่งสุด เลี้ยงกี่ตัวก็ผอมเหมือนหมาจรจัด,nonhatespeech,Unknown
ลุงยื่นด่าหมาไปเลย ด่าแทนหนูด้วยม่ายหว่ายแล้วเว้ย555555555,nonhatespeech,Unknown
ลูกหมาเกรี้ยวกราดได้หลัวมากๆเลยอ่ะ ฮือออออ,nonhatespeech,Unknown
ดีละที่รีบมา ไม่งั้นเป็นหมาเผาแน่,nonhatespeech,Unknown
สมองหมา คิดแต่เรื่องไร้สาระ,hatespeech,Unknown
อยากพูดไรพูดเลยเพราะกูฟังภาษาหมาไม่ออก55555,hatespeech,Unknown
เห็นคำพูดแบบนั้นแล้วขึ้น ใจหมาสัดๆ,hatespeech,Unknown
โทษทีพอดีตอแหลไม่เนียน,nonhatespeech,Unknown
ตอแหลได้เนียนมากค่ะขุ่นเพื่อน😂😂😂,nonhatespeech,Unknown
วงวารตัวเอง ตอแหลไม่เก่งเลยต้องลำบากแบบนี้,nonhatespeech,Unknown
คนสวยคือคนจริงใจ งั้นถ้าเป็นคนตอแหลคือคนไม่สวยนะ,nonhatespeech,Unknown
ไม่ชอบแย่งค่ะ ไม่ตอแหลด้วยไม่คุยกับคนไปทั่ว555555555555,nonhatespeech,Unknown
ทุกวันนี้ชีวิตต้องตอแหลว่ามีความสุข,nonhatespeech,Unknown
สังคมตอแหลจริงๆ คนดีๆแบบกูจะอยู่ได้ไง 55555,nonhatespeech,Unknown
อนาคตของเรา เราก็ต้องกำหนดเองดิ มึงจะให้หมาที่ไหนมากำหนดให้วะหะ,nonhatespeech,Unknown
เพื่อนจริงไม่ตอแหลเพื้อนแท้ไม่ทรยดเพื่อนเด้,hatespeech,Unknown
"ตอแหลไม่เนียน ไปเรียนมาใหม่เถอะ
#เชิญ",nonhatespeech,Unknown
"เห่าเก่งขนาดนี้ ตอนเด็กดื่มนมหมาปะจ้ะ 🐕
#คำคมวงเหล้า #คำคมนักเลง #แคปชั่น #แคปชั่นเด็ด #แคปชั่นโดน #แคปชั่นด่า",hatespeech,Unknown
โอ๊ย!!! เอาไปเถอะ รางวัลแตงเน่า ไม่ได้อยากได้คืนหรอก เพราะตัวเลขที่เปิดเผยมามันทำให้รางวัลไม่ศักดิ์สิทธิ์แล้ว ถ้วยข้าวหมายังมีค่ามากกว่าอีก🐶,hatespeech,Unknown
คำพูดสวยหรู อู้หูวตอแหล,hatespeech,Unknown
มึงนี่ตอแหลดีจริงๆนะ,hatespeech,Unknown
"ทำเปนขยันต่อหน้าลับหลังก่ขี้เกียจเหมือนเดิม 
แม่งตอแหล",hatespeech,Unknown
ปกติไม่ใช่คนหยาบคายแต่วันนี้มันหงุดหงิด555555 ตอแหลจัง,hatespeech,Unknown
ทำมาเป็นชมเเต่พอลับหลังมานินทา รับไปเลยจ้ารางวัลคนตอแหล,hatespeech,Unknown
คือคนเราแม่งต้องว่างขนาดที่เปิดทีวีทั้งวันจริงๆเหรอ? ตอแหลไม่เนียนไม่เรียนมาใหม่ จะด่าอะไรโคตรไม่เมคเซ้นเลย,hatespeech,Unknown
ขอร้องล่ะ อย่ามายุ่งกับกู กูอยู่คนเดียวได้ กูเบื่อ ตอแหล สาดดดด,hatespeech,Unknown
ความเหี้ยนี้ นอนไม่หลับ ดูออแฟนเด็กนรก สนุกดี เด็กเปรตสมชื่อ,nonhatespeech,Unknown
ช่างแม่ง กุมันคือหินที่โดนปาลงน้ำ เสียงเปรตเสียงวินยานอ่ะ,nonhatespeech,Unknown
ผีเปรตน่ากลัวชิบหาย พึ่งเคยเห็นแบบใกล้ๆ,nonhatespeech,Unknown
ใกล้เดือนสิบแล้วหรอเนี่ย☺เปรตออกขอส่วนบุญแล้วอ่ะ,hatespeech,Unknown
ไม่มีปัญญาความสามารถเอาชนะ ก็ใช้วิธีเหี้ยๆแทน เปรต,hatespeech,Unknown
ตลอดควยกูนี้ ถ้ามึงหายไปก่อนน้ะกูจะสั่งเก็บทั้งแถบเลยอีเปรตตตตต,hatespeech,Unknown
พอเปรตมาเสียงนี่มาเป็นเสียงแว๊นรถ,hatespeech,Unknown
เอ้าอิเด็กเปรต เหมือนด่าห้องกูเป็นนัยๆ,hatespeech,Unknown
เกลียดเวลามาเที่ยวแล้วเจอเด็กเปรต พ่อแม่ไม่ดุด้วย อย่ามาเล่นเลอะเทอะถึงโต๊ะดิฉันเชียวนะ กูด่าลืมทางกลับบ้านเลยนะคะ,hatespeech,Unknown
แต่อิเด็กเปรตที่นั่งข้างหลังนี่จะสั่นขาทำไม สั่นแล้วสะเทือนมาถึงเก้าอี้นี่,hatespeech,Unknown
เคยเจอตอนไปดูการ์ตูน แทบจิกหัวกุในโรงหนังแล้ว เด็กเปรต,hatespeech,Unknown
เร่งพัฒนาหัวหอกทางปัญญาของสังคมไทยด้วยคุณธรรม 4.0 facebook.com/permalink.php?… pic.twitter.com/fD5f9IrgSH,nonhatespeech,Unknown
พูดละก็ต้องไปอ่านสือ หอก ไม่มีเรี่ยวแรง ไม่มีกำลังใจเลย,nonhatespeech,Unknown
"เอาตรงๆนะ ทั้งชีวิตติ่งไม่เคยได้สิทธ์หอกอะไรกับเค้าเลย
กุผิดเอง กุมันคนบาป T^T",nonhatespeech,Unknown
ไปที่ไหนๆ ก็เจอแต่คนสูบบุหรี่ เหม็นสึด เรียนในห้องก็เจอ เลิกเรียนก็เจอ สูบหอกไรกัน ป้ายห้ามสูบนี่ไม่อ่านหรือไม่เห็น?,nonhatespeech,Unknown
เน็ตมันก็จะเป็นหอกอะไรทุกครั้งที่จะใช้,nonhatespeech,Unknown
ต้องได้นอนรพ. เพราะไข้เลือดออกสักครั้งในชีวิต อห. กัดคนอื่นบ้าง หอกหัก,nonhatespeech,Unknown
กูบอกว่ากูโง่ก็ไม่มีใครเชื่ออะ จะร้อง,nonhatespeech,Unknown
งานเยอะจังวะ อีเปรต สั่งโปรเจคตินสอบมิดเทอมคือเหี้ยสุดมนุดสาด,nonhatespeech,Unknown
ความหงุดหงิดของวันนี้คือแหนมเนืองน้ำจิ้มเหี้ย อีเวน อีเปรต,nonhatespeech,Unknown
"เอาที่สบายใจ
คิดว่าดีก็ทำไป
เปรตมารทั้งหลาย
ทั้งปวง",nonhatespeech,Unknown
ฉากสะเทือนใจ ปาหอกใส่ลูกมังกรกูทำไม #GameofThrones7,nonhatespeech,Unknown
เป็นข้อเตือนใจว่า อย่าเสือกเปิดทวิตตอนดึก ของกินเต็มเลยอีหอก #ของกิน,nonhatespeech,Unknown
ผีเจาะปากมาให้พูด เปรตเกาะนิ้วมาให้พิมพ์ 🌚,hatespeech,Unknown
อีหอกกกกกก อวยก็แบบไม่ลืมหูลืมตาอ่ะ มึงใช้ชีวิตแบบตั้งอยู่บนพื้นฐานความเป็นจริงไม่ได้หรอวะ55555555,hatespeech,Unknown
"อีโจรชั่วสารเลว มึงกล้าเล่นกับกูเหรอ
อีหอกหัก",hatespeech,Unknown
โห บริษัทก็มีคนอยู่กระจุกนึง มีไอดอลวงนึง ดูโอ้คู่นึง ออกของขายทุกเดือน มึงเรียกรวยพอจะโกงได้หรอ ตึกก็เช่าเค้าอยู่ โถ่อีหอกหัก,hatespeech,Unknown
วน.หางานไว้หลายที่ แต่พอจะส่งใบสมัคร เสือกไม่ได้ซะงั้น,nonhatespeech,Unknown
ไม่ยอมหลับยอมนอน ตอนเช้าก็เสือกไม่ตื่นนะมึง อิเวง,nonhatespeech,Unknown
เรียนกฏหมายโดยส่วนตัวชอบกฏหมายอาญาอะ มันดูสนุกอะ เวลาอ่านฎีกาก็เหมือนไปเสือกเรื่องของคนอื่น ละก็มานั่งคิดว่าปรับใช้กับมาตราไหนได้,nonhatespeech,Unknown
อิเหี้ยนั่งเสือกเฟสมึงไปมา จู่ๆกูก็ร้อนท้อง;-; อิเหี้ย ไม่ชอบความรู้สึกแบบนี้อ่ะสัส อึดอัดเหี้ยๆ มึงก็รู้ก็ขี้หึง;-; แต่ก็นะ ห้ามไม่ได้😌,nonhatespeech,Unknown
คือบางคนสกิลการเสือกก็ต่ำเตี่ยเรี่ยดินมาก โว้ยยยย,nonhatespeech,Unknown
ทุกอย่างเกิดจากมึง แต่มันเหี้ยที่กุ เสือกเจ็บแต่ไม่ยอมเลิกลา,nonhatespeech,Unknown
คนอื่นมีแต่อยากฉลาดๆขึ้น คงมีแต่ผมนี่แหละอยากโง่ลง,nonhatespeech,Unknown
ก็ไม่เข้าใจพวกนี้ ถ้าไม่หลับไม่นอน ก็ช่วยยุในห้องเงียบๆเถอะ ออกวิ่งตะโกนหาหอกอะไร คนเค้าจะนอน บ่มีความเกรงใจ เฮ้อออ,nonhatespeech,Unknown
หอก แม่งจะแพ้เอานิ้วจิ้มตาเลย มาเลย์แม่ง เลว,hatespeech,Unknown
พ่อมึงตายจ้า อีหอก,hatespeech,Unknown
เพิ่งเห็นเรื่องนี้เลยเสือก ไปส่องแล้วเหมือนอีเวรนั่นไม่เก็ทพ้อยอะ,hatespeech,Unknown
อะไรของมืงอิห่านี่ เป็นสต.ไร นี่ก็บอกด้วยความหวังดี คือไรวะ แขวะเพื่อ ไม่ชอบละจะทักมาอีกไมอะ ไปไกลๆดิ หยั่มมาเสือก,hatespeech,Unknown
อย่าเสือกสิได้ป่ะ เดี๋ยวกูต่อย,hatespeech,Unknown
อีดอก สบายมากมั้ง นั่งชี้นิ้วเฉยๆมั้ง อีสัส ทำตัวเป็นแม่ทัพเข้าเหอะ ค่อยเก็บเศษหน้าตัวเองด้วย อีตัวทัพเสริมก็เหอะ นอกจากเสือกมึงทำไรมั้ง,hatespeech,Unknown
อีพวกที่เปิดแอคมาเฉยๆ ไม่มีคนฟอล ไม่มีทวีต ฟอลสะเปะสะปะไปเรื่อยนี่เปิดแอคมาเสือกใช่มั้ย,hatespeech,Unknown
จะเสือกกับชีวิตกูมากไปละ นี่อยู่เฉยๆยังมายุ่งอีกเพลียเน้อ.,nonhatespeech,Unknown
อิสัสร้อน หัวร้อนมาก เหมือนมาเสือกเรื่องบ้านกุไปบอกคนอื่น เพื่อควยไร สนุกมากมั้ย ควยยยย,hatespeech,Unknown
ไม่ได้โง่.. แค่ไม่ค่อยฉลาด.. เท่านั้นละ),nonhatespeech,Unknown
กินปลาไหม เดี๋ยวผมส่งไปให้ ปลาทะเลเลยนะ..... ด่ากูโง่ยังเจ็บน้อยกว่าเลย,nonhatespeech,Unknown
คนฉลาดเขาใม่พูดมาก คนพูดมากโชว์ความโง่ให้เราเห็น 😂😂 — รู้สึกเยี่ยม,nonhatespeech,Unknown
เกลียดที่ตัวเองรักษาความสัมพันธ์อะไรไม่ได้เลย โง่เรื่องความสัมพันธ์ไม่พอ ยังโง่เรื่องการรักษามันไว้อีก,nonhatespeech,Unknown
นี่กูแกล้งโง่หรือโง่จริงๆวะ เริ่มไม่แน่ใจแล้ว...,nonhatespeech,Unknown
แล้วน้องก็กลายเป็นคนโง่ทันที ทุกคนเก็บความลับนี้มาตั้งแต่น้องเกิด ถ้าน้องมารู้เองนี่คิดสภาพตอนน้องรู้ไม่ไหวเลย ยิ่งถ้าน้องรู้ตอนโตแล้ว เหี้ย,nonhatespeech,Unknown
คือบางทีกูก็แกล้งโง่เพื่อรอดูคนฉลาดอย่างมึงโชว์โง่อยู่ไง ไอควายยยยยย .,hatespeech,Unknown
นี่ก็ตอแหลอีกคน ทำไมต้องโกหก? ไม่ได้โง่ขนาดนั้นปะ,hatespeech,Unknown
แอคโง่ๆที่ชอบหาเรื่องไปทั่ว ชอบด่าคนที่ด่ากลับว่าเสือกทั้งๆที่คัวเองก็ไปเสือกทวิตคนอื่นก่อน พอเขาด่ากลับก็พาตนมารุม ถุยหมาหมู่,hatespeech,Unknown
มันก็ไม่ได้เลวร้ายอะไร☺️,nonhatespeech,Unknown
แต่นี่ว่าไม่เลว ทำถูกแล้วแหละ สิทธิ์ของเรา เงินของเรา,nonhatespeech,Unknown
หลังจากผ่านช่วงเวลาที่เลวร้ายมา ชีวิตก็ดีขึ้นเรื่อยๆ 😁,nonhatespeech,Unknown
ยุงต้องเลวขนาดไหนถึงกดปากผมได้วะครับ,nonhatespeech,Unknown
พอใจดีก็เอาใหญ่ พอร้ายมาก็หามาเลว จะเอายังไงครับสงครามโรคประสาทหรอ,nonhatespeech,Unknown
โอ้โหท่านผู้นำมีความหล่อร้ายว่ะ สรุปเป็นคนดีหรือคนเลวคะนี่อ่านมาครึ่งเรื่องแล้ว555555555,nonhatespeech,Unknown
ขับรถชนเข้าไปในฝูงชนนี่มันเป็นเทรนรึไง ทำบ่อยกันจัง เลวจริงๆ,nonhatespeech,Unknown
เห็นเพื่อนบ่นว่าเหนื่อยบ้าง ท้อบ้างก็แอบดีใจแฮะ อย่างน้อยก็ไม่ได้มีแค่เราคนเดียว กอดคอผ่านช่วงเวลาเลวร้ายนี่ไปด้วยกันนะฮะ เฮื้อะ! เฮื้อะ!,nonhatespeech,Unknown
ประเทศไทยติดอันดับคนโง่เป็นอันดับ 7ของโลก เวรกรรม,nonhatespeech,Unknown
อิจ่านี่มันใครวะ เด็ก3ขวบป่ะอ่ะ ความคิดดูขี้ตีนมากอ่ะ สงสารวงที่มันชอบเลย อีโง่ #ศาสดาคนโง่,hatespeech,Unknown
สลิ่มบอกปูโง่เพราะพูดผิดๆ ถูกๆ แต่ลุงตู่นี่พูดผิดทั้งประโยค ฉลาด? #อัลไต,hatespeech,Unknown
อิเลวววววแม่มมโคตรเลวววววววว สัตว์นรกจริงๆ,hatespeech,Unknown
อยากให้โดนหัวมึงอีเหี้ย อีพวกชั่ว มึงเมาเละเทะเสียงดังชิบหาย สารเลว,hatespeech,Unknown
กูโมโห กูหงุดหงิดทำไมต้องของโทษน้องไม่ได้ทำอะไรผิด อิพวกนั่นตะหากควรขอโทษ เหี้ย สารเลว แม่งควยเหอะ,hatespeech,Unknown
เลวร้ายเหี้ยๆ เลวมาก เลวจริงๆ ไม่เคยเจอที่ไหนรุมแล้วทำสันดานได้เหี้ยขนาดนี้,hatespeech,Unknown
ทวิตแม่งร้อนขึ้นทุกวัน เดือดปุดๆ เกิดมาไม่เคยเจอเลวมาก ติ่งแม่งเฮงซวยต้องด่าเป็นภาษาตปท. Hang-suay,hatespeech,Unknown
อย่าเอามาของมึงาแตะพี่กู เลวชิบหาย,hatespeech,Unknown
เลิกทำนิสัยพูดดีเข้าตัว พูดชั่วๆให้คนอื่นได้ละ เขารู้ไต๋มึงหมดละ,nonhatespeech,Unknown
โลกใบนี้ ไม่มีอะไรน่ากลัวเท่าความชั่วในใจของเราเอง,nonhatespeech,Unknown
เห็นหน้าตาชั่วๆงี้ แต่ก็เป็นสุภาพบุรุษพอนะเว่ย....,nonhatespeech,Unknown
ความดีต้องฝึก แต่ถ้าความชั่วไม่ต้องฝึก ใจคนเราชอบลงที่ต่ำต้องสู้ไว้ จะถึงจุดหนึ่ง ความชั่วตะทำได้ยาก สาธุครับ pic.twitter.com/gYyx4KNOHJ,nonhatespeech,Unknown
อย่าให้ความชั่วร้ายของอวิชาในจิตใต้สำนึกผู้อื่นมีพลังแข็งแกร่งเหนือกว่าจิตสำนึกดีในการสร้างสิ่งดีๆของตัวเรา .,nonhatespeech,Unknown
ดีชั่วอยู่ที่ตัวทำ สูงตำ่อยู่ที่เจ้ามือ,nonhatespeech,Unknown
เคลมตัวเองว่าเป็นคนดีด้วยการด่าคนอื่นว่าเลว ไม่พอ ชยังเหยียดรูปลักษณ์กายภาพคนอื่นอีก มึงไม่ควรเกิดมาเป็นคนจริงๆ #ควย,hatespeech,Unknown
อีเหี้ยอัตมึงมานี่ เลวนักเหรอมึง อีเหี้ยๆๆๆๆๆๆๆๆๆ,hatespeech,Unknown
"ต้องดูอีกทีว่าเราเนี่ยคนชั่ว อยุ่ใกล้คนคิดบวกแล้วอึดอัด 5555555
พี่ที่ทำงานเนี่ยแม่ชีมาก ส่วนนี่นางมารมาก ถึงกับอโหสิให้คิดดู",nonhatespeech,Unknown
ขอแค่เจอนะมึง อี่ชาติชั่ว ระย ควยำ,hatespeech,Unknown
ว่างแล้วมาด่ากู ไอชั่ว twitter.com/winsor_2000/st…,hatespeech,Unknown
ชั่วได้ทุเรศมาก ทำดกันเอง,hatespeech,Unknown
ผัวชั่วตัวดีทากๆ แค่กๆ pic.twitter.com/JZZn6a3LmT,hatespeech,Unknown
สารเลว ชั่ว ไม่รู้จะสรรหาคำไหนมาด่าให้สาสม ออกไปจากชีวิตกู ออกไปจากหัวใจกูสักที คนเลว,hatespeech,Unknown
อิควาย สะพานลอยไม่ยอมข้าม ทางม้าลายก้ไม่มี กุบีบแตรมามองหน้าด่ากูอีชั่ว,hatespeech,Unknown
ไอ้ระยำ !!! ชาติชั่ว — รู้สึกหมดความอดทน,hatespeech,Unknown
"ภาษาไทย มีแค่เราคนไทยที่ใช้
เป็นคนไทย เขียนเมลหากันเป็นภาษาไทยเถอะครับ

อย่าดัดจริตเลย fb.me/BiBQJTg3",nonhatespeech,Unknown
รับสังคมปัจจุบันไม่ได้อะ ฮื่อ ไม่ได้ดัดจริต แต่แบบเฮ้ย คนเรามันเป็นได้ขนาดนี้เลยหรอ,nonhatespeech,Unknown
เบื่อสังคมดัดจริต ทำไมต้องอวด,nonhatespeech,Unknown
ไม่ได้ดัดจริต แต่เธอไม่มีสิทธิ์นะ,nonhatespeech,Unknown
สงสัยไม่ใช่แพ้ไรหรอก โรคดัดจริตตต 555555555544,nonhatespeech,Unknown
"กุไม่กินหอยดอง กุไม่ชอบ กุเหม็น
ก็เหมือนคนที่ไม่กินปลาร้า ไม่กินทุเรียน ก็คือมันเหม็นไง ดัดจริตตรงไหนวะ",nonhatespeech,Unknown
คนไทยก็กุเรื่องเก่ง ตอแหลเก่ง ดัดจริตเก่ง ไว้ทุกข์สีหม่นนน อีเวร,hatespeech,Unknown
เพื่อนเก่าดัดจริตเปลี่ยนชื่อเล่นตัวเองได้ตอแหลมากค่ะ //meมองบน,hatespeech,Unknown
บางคนนี่ก็อินเนอร์ชั่วจนทำท่าไหน ยิ้ม ขยับตัวอะไรก็ดูชั่วไปหมด,nonhatespeech,Unknown
ดราม่าลูกโปร่ง จะมามั้ยงานนี้ คราวก่อนทิชชู่ก็ทีละ กูละเบื่อพวกดดัดจริต #MyMateNate,hatespeech,Unknown
"ผู้ชายไม่มีเขี้ยวก็เหมือนงูไม่มีพิษ ...ผู้หญิงไม่ดัดจริตก็หมดสิทธิ์มีผัว
#SMGT #5555",nonhatespeech,Unknown
ไอ้แอน ไอ้ชั่ว ไม่ต้องมีพงมีพี่แล้ว ไอ้ชั่ววว!!!!!!,hatespeech,Unknown
เกาเหนือจะบึ้มไอ้กัน ก็แห่ไปรบแถวบ้านไอ้กันสิ ดัดจริตอยากถล่มไอ้กันที่เกาใต้ พ่อมึงงงง!!! ทำอะไรเกรงใจกูด้วย ผัวกูเยอะที่เกาใต้ สัส!!,hatespeech,Unknown
จะตอบแชททีโคตรตอแหล ต้องมี 55555555 ทุกประโยคอ่ะ ดัดจริตสัส,hatespeech,Unknown
เมื่อวานบ่นว่าอยากกินปูผัดผงกะหรี่ กับปลาหมึกผัดไข่เค็ม บลาๆ วันนี้คุณนายแม่ไลน์มาบอกว่าจัดให้แล้ว มนุษย์แม่นี่น่ารักจริงๆ 😍☺️💕,nonhatespeech,Unknown
เวลาสอนเพื่อนต่างชาติพูดไทย นี่คำดีๆกว่าจะพูดกันได้ คำหยาบนี่เรียนรู้โคตรเร็ว มึงอ่ะค่ะไอสัด ตอแหล มึงกะหรี่ค่ะ เติมค่ะกันทำไมวะ,nonhatespeech,Unknown
อยากกินเนื้อย่าง  อยากกินกุ้งเผา  อยากกินปูผัดผงกะหรี่,nonhatespeech,Unknown
แกงกะหรี่หมีคืออะไรคะ? ดิฉันไม่ทราบจริงๆ,nonhatespeech,Unknown
"ผัดผงกะหรี่+หมูสามชั้นทอด
= กะหรี่ชั้นสาม",nonhatespeech,Unknown
"ผมเลิกเชื่อกูเกิ้ลตั้งแต่พิมพ์คำว่า""กะหรี่""แล้วไม่เจอรูปคุณ",hatespeech,Unknown
อย่าเรียกว่าสถุล เรียกว่าสนิทกันมากขึ้นดีกว่า 😬 twitter.com/MI_JIRU98/stat…,nonhatespeech,Unknown
"เพราะสังคมบ้านเรา มันดัดจริต + ตอแหล
ฉันก็เลยไม่อยากไปเข้าร่วมสังคมข้างนอก อะนะ",nonhatespeech,Unknown
สังคมไทยมันย้อนแย้งมาก สอนอีกอย่างทำอีกอย่าง สังคมแม้งดัดจริตมากๆ,hatespeech,Unknown
รู้มาผิดๆอย่าดัดจริตไปพูดต่อ,nonhatespeech,Unknown
สังคมดัดจริต หรือคนหน้าตาดีทำอะไรก็ไม่ผิด today.line.me/TH/article/%E0… #LINETODAY #อยู่เมืองดัดจริตชีวิตต้องป๊อป,nonhatespeech,Unknown
คนดัดจริต มันคู่กันกับโรคดัดจริตจริงๆค่ะ 😂😂😂😂 #แด่ยาดัดจริต650เกร๋ๆ,nonhatespeech,Unknown
เราว่าชีวิตบนโลกทวิตเตอร์ไม่ดัดจริตเท่าบนเฟสหรือไอจี 🤔 #คิดว่างั้น #คิดว่าไงอะ?,nonhatespeech,Unknown
แม่งนอกใจไปหากะหรี่โคมเขียว กะหรี่ตามที่ขายข้างทางแม่งยังรู้สึกดีกว่านี้อ่ะ เจ็บเจียนตายอีเหี้ยเอ้ยเจอแบบนี้ อีสัสอินโว้ย!!!,hatespeech,Unknown
ก่อนจากกันอยากตะโกนใส่หูเธอดังๆว่า.... อีเหี้ยยยยยย กูเกลียดมึง สัสยสงสารโลกที่มีมึง อย่าได้เจอกันอีกเลยอีกะหรี่ขายไม่ออก!!!!!!!!,hatespeech,Unknown
ต้องการความชัดเจนจากกู แล้วมึงชัดเจนรึยัง ชัดมากปะไอควาย ทำตัวหน้าหี กะหรี่ชาย,hatespeech,Unknown
อีดอก รำคาญ บางทีมึงก็ไม่ต้องอยากให้ทุกคนรู้เรื่องมึงขนาดนั้นก็ได้ โปรโมทซะเป็นกะหรี่เลยอีควาย หัวร้อนโว้ย รำคาญ อย่าให้กูเจอนะ,hatespeech,Unknown
ตอนให้เสนอก็แม่งไปกะหรี่ติดเมียอยู่ห้องอื่น พอเสนอเสร็จก็มาถามว่าทำไมไม่ทำแบบนี้? ควย twitter.com/ourr21/status/…,hatespeech,Unknown
จะเรียกเธอว่ากะหรี่ก็ยังสงสารเลยกะหรี่เลย,hatespeech,Unknown
ก็เพราะอย่างนี้งัย มันถึงเป็นได้แค่กะหรี่ แค่ดูการตอบก็พอละ ไม่ต้องมาบอกหรอกว่าตัวเองเป็นกะหรี่ชั้นสูง,hatespeech,Unknown
เดะกูถีบกะหรี่พลัดเก้าอี้,hatespeech,Unknown
